Alias,Documented Name
Hamsho,Ahmad Sabir Mohammed
Hamcho,Ahmad Saber Mohamad
Non-Latin: حمشو,Non-Latin: احمد صابر
Hamshou,Ahmed Saber Mohammed
AL-ASSAD,Asma
Akhras,Asma
Al-Akhras,Asma
Akhras,Emma
al-Assad,Asmaa
Non-Latin: فواز الاخرس,Non-Latin: اسماء
Hamsho,Amr Mohamed
Hamcho,Amre Mohamad
Hamshou,Amrou Mohammed
Hamsho,Amrou Mohammed
Non-Latin: حمشو,Non-Latin: عمرو
Hamsho,Ali Muhammad
Hamcho,Ali Mohamad
Hamshou,Ali Mohammed
Hamcho,Ali
Aldabbas,Rania
Al Dabbas,Rania Raslan
Dabas,Rania Raslan
Dabbas,Rania Raslan
Al Dabas,Rania Raslan
Non-Latin: الاسد,Non-Latin: بشرى
Shawkat,Bushra
Bilal,Ghassan
Belal,Ghassan
Non-Latin: الدانا,Non-Latin: سامر
Al-Assad,Manal
Al-Ahmad,Manal
Jaadan,Manal
al-akhraz,Manal
Danaei Kenarsari,Ali
Gohardehi,Mohsen
"Non-Latin: M Invest, OOO",Non-Latin: ООО М ИНВЕСТ
Rahnavard,Alireza
Yahya Zadeh,Hamidreza
Yahyazadeh,Hamidreza
Yahyazadeh,Hamid Reza
Vaziri,Reza
Tara Steel Trading GmbH,
Metil Steel,
Non-Latin: شرکت فولاد متیل,Non-Latin: Metil Steel Company
Meroe Gold Co. LTD.,
Sullaj Mining Company,
Solange,
Alsolag Mining Company,
Alsoladzh Mining Company,
Alsolage,
Al Sullaj,
Sullag,
Pacific Steel FZE,
Better Future General Trading Co LLC,
Tuka Metal Trading DMCC,
Non-Latin: شرکت جهان فولاد سیرجان,Non-Latin: Sirjan Jahan Steel Complex
SJSCO,
Jahan Foolad Sirjan,
Jahan Foolad Steel Company,
Sirjan Jahan Foolad,
Mandel,Andrei
Non-Latin: Iran Central Iron Ore Company,Non-Latin: شرکت سنگ آهن مرکزی ایران
ICIOC,
Potepkin,Mikhail
Non-Latin: ЛАВРЕНКОВ,Non-Latin: Игорь
Non-Latin: Shine Dragon Group Limited,Non-Latin: 尚龍集團有限公司
Non-Latin: 安營集團有限公司,"Non-Latin: Shen Yang Jing Cheng Machinery Imp&Exp. Co., Limited"
"Shen Yang Jing Cheng Machinery ImpANDExp. Co., Limited",
Al-Kani,Mohamed
Al-Kani,Mohamed Khalifa Abderrahim Shaqaqi
al-Kani,Mohammed
Al-Kani,Muhammad Omar
Zhe Jiang Jiayi Small Commodities Trade Company Limited,
Global Industrial and Engineering Supply Ltd.,
Global Industrial and Engineering Supply Limited,
GIES Group,
Non-Latin: Qasioun Mall,Non-Latin: مول قاسيون
Qassioun Shopping Mall,
Qasiyun Mall,
Non-Latin: 新疆公安局,Non-Latin: Xinjiang Public Security Bureau
Xinjiang Bureau of Public Security,
Public Security Department of Xinjiang Uygar Autonomous Region,
Public Security Department of XUAR,
Public Security Department of the Autonomous Region,
Huo,Liujun
Wang,Mingshan
BAZZONI,Alessandro
D'AGOSTINO,CASADO
Zhu,Hailun
Non-Latin: 陈,Non-Latin: 全国
De Lima Salas,David
Non-Latin: مؤسسة تنفيذ الإنشاءات العسكرية,Non-Latin: MILITARY CONSTRUCTION ESTABLISHMENT
MILITARY CONSTRUCTION IMPLEMENTATION CORPORATION,
MCIC,
Non-Latin: MATAA,Non-Latin: متاع
Non-Latin: PRODUCTIVE PROJECTS ADMINISTRATION,Non-Latin: إدارة المشاريع الإنتاجية
Non-Latin: INTAJIA,Non-Latin: الانتاجية
Intajia PPA,
Tang,Chris
Non-Latin: 鄧,Non-Latin: 炳強
CHENG,Teresa
Cheng,Yeuk Wah
Cheng,Teresa Yeuk-wah
Lo,Stephen
Non-Latin: 卢,Non-Latin: 伟聪
Lo,Stephen Wai-chung
Tsang,Erick
Tsang,Kwok-wai
Tsang,Erick Kwok-wai
CENG,Guowei
ZENG,Guowei
Lam,Carrie
Lam Cheng,Yuet-ngor
Lam Cheng,Carrie Yuet-ngor
Lee,John Ka-chiu
Lee,John
Lee,Ka Chiu
Li,Jiachao
Zhang,Xiaoming
Chan,Eric
Chan,Kwok-ki
Chan,Eric Kwok-ki
ZHENG,Yanxiong
Non-Latin: 夏,Non-Latin: 宝龙
Non-Latin: 骆,Non-Latin: 惠宁
Al-Qattan,Wassim
Al-Katan,Wassim
Qattan,Waseem
Al-Kattan,Waseem
Qattan,Wasim
Al-Kattan,Wasseem
Al-Qatan,Waseem
Non-Latin: شركة نقطة تقاطع,Non-Latin: Intersection LLC
Non-Latin: فندق الجلاء,Non-Latin: Al-Jalaa Hotel
Al-Jala' Hotel,
AL-Jalaa,
Massa Plaza Mall,
Malki Mall,
Non-Latin: Al-Maliki Mall,Non-Latin: مول المالكي
Non-Latin: مجمع يلبغا,Non-Latin: Yalbagha Complex
Yalbugha Real Estate Compound,
Yalbugha Complex,
Non-Latin: شركة ادم التجارة و الاستثمار,Non-Latin: Adam Trading and Investment LLC
Muruj Cham Investment and Tourism Group,
Murooj al-Cham Investment and Tourism Group,
Non-Latin: Murooj Al-Cham Investment and Tourism Company,Non-Latin: شركة مروج الشام الاستثمار و السياحة
Non-Latin: Larosa Furniture,Non-Latin: مفروشات لاروسا
Larosa Furnishing,
Wassim Kattan LLC,
Non-Latin: WK LLC,Non-Latin: شركة دبليو ك
Non-Latin: TWA LLC,Non-Latin: شركة تي دبلايو ا
Non-Latin: الاسد,Non-Latin: حافظ
Assad,Hafez
Al-Assad,Karam
Assad,Karam
Al-Assad,Zuhair Tawfik
Al-Assad,Zuheir Tawfiq
Al-Assad,Zuhair Tawfiq
Assad,Zuhair
Non-Latin: First Division of the Syrian Arab Army,Non-Latin: الفرقة الأولى الجيش العربي السوري
Non-Latin: First Armored Division,Non-Latin: الفرقة الأولى المدرعة
1st Armored Division,
Non-Latin: 新疆生产建设兵团,Non-Latin: XINJIANG PRODUCTION AND CONSTRUCTION CORPS
SUN,Jinlong
Non-Latin: 彭,Non-Latin: 家瑞
Hamud,Faruq
Tagwirei,Kudakwashe
Tagwirei,Kuda
Sakunda Holdings,
Sakunda Holdings Private Limited,
Reinaldo,Enrique
Indira,Maira
Jose,Luis
Non-Latin: Деркач,Non-Latin: Андрій
Derkach,Andriy
Derkach,Andriy
Kaniyat militia,
Kaniyat,
al-Kaniyat,
9th Brigade,
Kanyat,
Kaniat,
Al-Kani Militia,
Kani Brigade,
7th Brigade,
Tarhuna 7th Brigade,
Tarhuna Brigade,
Parthia Cargo LLC,
Mahdavi,Amin
Delta Parts Supply FZC,
Delta Parts Supply,
Karimi Sabet,Javad
Karimi-Sabet,Javad
Kamalvandi,Behrouz
Rahimian,Pezhman
Rahimian,Pejman
Al Shibl,Luna
Al-Shibl,Luna
Shibl,Luna
Chebel,Luna
Alshebel,Luna
Al Shebel,Luna
AL Chebel,Luna
Al Shibil,Luna
Al Chebil,Luna
Al Shebil,Luna
Non-Latin: ‫ساعاتي‬ بن محمد نوزاد,Non-Latin: محمد عمار
Non-Latin: الساعاتي,Non-Latin: عمار
Saati,Ammar
Saati,Mohammad Ammar
Saati,Mohamed Ammar
Sa'ati,Mohamed Ammar
Sa'ati,Mohammed Ammar
Sa'ati,Mohammad Ammar
Saati,Mohammed Ammar
Saati,Amar
Saati,Muhammed Ammar
Ismail,Samer
Non-Latin: دلا,Non-Latin: غايث
Dallah,Gaith
Dala,Ghayth
Dala,Ghiath
Saqr,Fadi
Sakr,Fady
Saqer,Fadi
Saqir,Fadi
Sakir,Fadi
Zagros Petrochemical,
ZPC,
ELEMENTO LIMITED,
ELEMENTO OIL & GAS LTD,
ELEMENTO OIL AND GAS LTD,
ELEMENT CAPITAL ADVISORS LIMITED,
Non-Latin: ابراهيم,Non-Latin: يسار
Ibrahim,Yasar
Ibrahim,Yassar
BALITA,
ANGLIA,
DOMANI,
GERD KNUTSEN,
FREEDOM,
MAGUS,
MAKSIM GORKY,
MAXIMO GORKI,
SIERRA,
SIENNA,
INSTITUTO NACIONAL DE LOS ESPACIOS ACUATICOS E INSULARES,
INEA,
RUSTANKER LLC,
Non-Latin: Abadan Oil Refining Company,Non-Latin: شرکت پالایش نفت آبادان
Non-Latin: پالایش نفت آبادان,Non-Latin: Palayesh Naft Abadan
AORC,
Non-Latin: Abadan Oil Refining Company Private Joint Stock,Non-Latin: شرکت پالایش نفت آبادان سهامی عام
Non-Latin: Zhihang Ship Management Shanghai Co Ltd,Non-Latin: 上海智航船舶管理有限公司
Zhihang Ship Management,
"Shanghai Zhihang Ship Management Co., Ltd.",
Non-Latin: New Far International Logistics Limited,Non-Latin: 新達國際物流有限公司
New Far International,
New Far International Logistics Ltd,
Non-Latin: کیمترانس لتجارة و کیماویا ش ذ.م.م,Non-Latin: Chemtrans Petrochemicals Trading LLC
Non-Latin: 中能航运 香港 有限公司,Non-Latin: Sino Energy Shipping Hongkong Limited
Sino Energy Shipping (Hong Kong) Ltd,
Sino Energy Shipping Hong Kong,
Non-Latin: 石,Non-Latin: 敏
Non-Latin: 林,Non-Latin: 作友
Non-Latin: امین,Non-Latin: علیرضا
Potekhin,Danil
cronuswar,
Sergey,Kireev
Non-Latin: КАРАСАВИДИ,Non-Latin: Дмитрий
Karasavidi,Dmitriy
Petrotech FZE,
Dinrin Limited,
Trio Energy DMCC,
Jingho Technology Co. Limited,
Dynapex Energy Limited,
"Singh Science and Technology Development Co., Limited",
Singh Daily Culture Press Limited,
Mobin International Limited,
Mobin International Ltd.,
Madanipour,Mahmoud
Mobin Holding Limited,
Golden Crown Overseas Limited,
Oman Fuel Trading LTD,
Karaeu,Yuriy
Karaev,Yuriy
Karaev,Yuri
Karayev,Yuri
Karaev,Yuriy
BARSUKOU,Alyaksandr
Barsukov,Aleksandr
Barsukov,Aleksandr
Barsukov,Alexander
Barsukou,Alyaksandr
Barsukou,Aliaksandr
Non-Latin: Кубракоў,Non-Latin: Іван
Kubrakov,Ivan
Non-Latin: Кубраков,Non-Latin: Иван
Non-Latin: Балаба,Non-Latin: Дзмітрый
Non-Latin: Балаба,Non-Latin: Дмитрий
Non-Latin: Балаба,Non-Latin: Дмитрий
GUTIERREZ,PARRA
PONENTE,PARRA
LUCES,OSORIO
BUCARAN,PARAGUAN
BENAVIDES,RONDON
Oquist Kelley,Paul
Non-Latin: Назаранка,Non-Latin: Юрый
Non-Latin: Назаренко,Non-Latin: Юрий
Nazarenko,Yuri
GUIDO DE ROMERO,Ana Julia
ATABEKAU,Khazalbek
Atabekov,Khazalbek
Atabekov,Khazalbek
IPATAU,Vadzim
Ipatov,Vadim
Ipatov,Vadim
Non-Latin: Іпатаў,Non-Latin: Вадзім
Non-Latin: Дмухайла,Non-Latin: Алена
Dmukhayla,Alena
Non-Latin: Дмухайло,Non-Latin: Елена
Dmukhailo,Elena
Dmuhailo,Elena
Finyanus,Yusuf
Fenyanus,Joseph
Fenianos,Youssef
Finianos,Yusif
Finianos,Joseph
COOPERATIVA DE AHORRO Y CREDITO CAJA RURAL NACIONAL RL,
CARUNA RL,
"Union Development Group Co., Ltd.",
Union Development Group,
Non-Latin: ЛИФШИЦ,Non-Latin: Артем
Non-Latin: АНДРЕЕВ,Non-Latin: Антон
Mirjirash al-Muhammadawi,Abd al-Aziz
al-Mohammedawi,Abdul
Mjeresh,Abdulazeez
al-Mohammedawi,Abu
Abu Fadak,
Al Khal,
Non-Latin: قرفول,Non-Latin: حازم
Qarfoul,Hazem
Karfoul,Hazem
Nabah LTD,
Jammeh,Zineb
Jammeh,Zineb
Jammeh,Zeinab
Aslanova,Darya
Timoshenkova,Darya
Darassa,Ali
Mahamat,Ali
Darassa,Ali
Daras,Ali
Darrassa,Ali
Mahamant,Ali
Non-Latin: آرش للإستشارات والدراسات الهندسية ش.م.م,Non-Latin: Arch Consulting
Arch Company,
Arch Consulting Company,
Arch Construction,
Arch Consulting and Engineering,
Non-Latin: شركة معمار للهندسة والانماء ش.م.م,Non-Latin: Meamar SARL
Meamar Company for Engineering and Development,
Meammar Construction,
Mi'mar Engineering Company,
Karbasian,Masoud
Karbasian,Mas'ud
Atlantic Ship Management Company,
Atlantic Ship Management LLC,
Purebrahim,Ali
Pour-Ebrahim,Ali-Akbar
Pourebrahim,Ali
Pourebrahimabadi,Aliakbar
Purebrahimabadi,Ali
Ministry of Petroleum,
Iranian Ministry of Petroleum,
Zanganeh,Bijan
Longbow Lake,
Gulf Falcon,
Gulf Glory,
Nichinori,
Wu Xian,
National Iranian Oil Refining and Distribution Company,
NIORDC,
National Iranian Oil Products Distribution Company,
NIOPDC,
Iranian Oil Pipelines and Telecommunication Co.,
IOPTC,
National Iranian Oil Engineering And Construction Company,
NIOEC,
Imam Khomeini Shazand Oil Refining Company,
Imam Khomeini Zhazand Oil Refining,
IKORC,
Sadiqabadi,Alireza
Mohammadi,Behzad
As'ad,Sultan
Asaad,Sultan
Asaad,Hajj Sultan
Assad,Sultan
GHOLIZADEH,Hojjat
MEHRI,Mohammad
NAFTCHI,Mohsen
NAFCHI,Mohsen
MOSTAFAEI,Saeed
MOSTAFAIE,Saeed
MAGHSOUDI,Hassan
MAGHSOUDI,Hasan
KHANMIRI,Amin
HOSEINZADEH,Amin
HAMIDI,Esmail
MOGHADAM,Mohsen
MATLOUB,Mohsen
KAMALI,Ali
BABAIE,Nematollah
BABAEI,Nemat
MAHMOUDI,Mohammad
MAHMOUDI,Mohammed
JALALI,Maysam
JALALI,Meysam
MOSTAFANEJAD,Vali
NEJAD,Vali
KHALILZADEH,Mohammad
Zadeh,Mohammed
ABEDSHAHI,Omid
SHAHI,Omid
JAFARIBANDARABADI,Mohammadreza
BANDARABADI,Mohammad
KANDI,Omid
Kandi,Omid
EMADODDIN,Alireza
EMADEDDIN,Alireza
FARASHAH,Payman
POUR,Peyman
ZADEH,Salar
ABOUTORABI,Seyed
MIRZAEI,Mohammad
TAVANA,Ali
JABARI,Abolfazl
MIRZAEI,Reza
MEHRI,Mahmoud
MAHMOOD,Mehri
MADHI,Shahriyar
AKBARIANA,Omid
TAHERISHABAN,Javad
AZIZABADI,Reza
AZADKHANI,Amirhossein
KALAMI,Seyed
OSTADAKBARI,Alireza
LOTFI,Benham
DAVOODI,Abolfazl
GASHASBI,Mansoor
NOORI,Mohsen
NAZARIKOLEHJOUB,Hossein
NAZARI,Hossein
SEDAGHATI,Mostafa
SEDAGHAT,Mostafa
IRANAGH,Gholamreza
RADMARD,Gholamreza
RASOULI,Mohammadbagher
Rasouli,Mohammad
MEHRI,Mahdi
SAFARI,Amirhossein
Safari,Amir
GHAFFARIANANBERAN,Seyedmohammad
Ghafarian,Seyed
HEJABI,Mahdi
RANA INTELLIGENCE COMPUTING COMPANY,
Rana Institute,
ADVANCED PERSISTENT THREAT 39,
APT39,
Chafer,
Remexi,
Cadelspy,
ITG07,
Khodr,Bin Ali
Taher,Khodr
Taher,Khader
Khodr,Abu
Khodr,Abou
Jijeh,Abu
Taher,Khider
Taher,Kheder
al-Khudur,Khudhur
Al-Jaja,
Sardashti,Nasrollah
Zanganeh,Viyan
Zanganeh,Vian
Atlas Ship Management,
Atlas Ships Management,
Castle Security and Protection LLC,
"Castle Company for Protection, Guarding and Security Services",
"Citadel for Protection, Guard and Security Services",
Castle Security and Protection,
Non-Latin: شركة القلعة للحماية و الحراسة و الخدمات الامنية,"Non-Latin: Al-Qala'a for Protection, Guarding, and Security Services"
"C.S.P. Castle Protection, Guarding and Security Services",
Al-Qalaa Company for Security Services,
Non-Latin: شركة ايما,Non-Latin: Emma LLC
Non-Latin: Emma Tel LLC,Non-Latin: ايماتيل
Ematel Communications,
Ematel LLC,
Non-Latin: Imatel for Communications,Non-Latin: شركة ايماتيل للاتصالات
Ematel,
Emmatel,
Non-Latin: شركة ايلا للخدمات الاعلامية,Non-Latin: Ella Media Services LLC
Non-Latin: EMMA TEL PLUS LLC,Non-Latin: شركة ايماتيل بلس
Imatel Plus LLC,
Non-Latin: الشركة السورية للادارة الفندقية,Non-Latin: Syrian Hotel Management LLC
Non-Latin: شركة العلي والحمزة,Non-Latin: Al Ali and Al Hamza LLC
Non-Latin: شركة السورية للمعادن و الاستثمار,Non-Latin: Syrian Company for Metals and Investments LLC
Non-Latin: Jasmine Contracting Company,Non-Latin: شركة الياسمين التعهدات
Al-Yasmeen for Contracting,
Al-Yazmeen for Contracting,
Yasmin for Contracting,
Al-Yasmeeen Contracting Company,
Non-Latin: شركة النجم الذهبي التجارية,Non-Latin: GOLDEN STAR TRADING LLC
Non-Latin: Ella Tourism Company,Non-Latin: شركة ايلا للسياحة
Iyla for Tourism,
Non-Latin: Syrian Transport and Tourism Company,Non-Latin: الشركة السورية للنقل و السياحة
Syrian Transport and Tourism JSC,
M Finans,
M-Finance LLC,
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'M-FINANS',
Non-Latin: ООО М-ФИНАНС,"Non-Latin: M-FINANS, OOO"
LOBAYE INVEST,
Lobaye Invest Sarl,
Lobaye Invest Sarlu,
KHODOTOV,Yevgeny
Non-Latin: ХОДОТОВ,Non-Latin: Евгений
Ghadirian,Hamid
Shiva'i,Ahmad
Shivaei,Ahmed
Louka,Husam
Louca,Houssam
Louca,Husam
Louca,Housam
Louca,Hussam
Louka,Hussam
Luqa,Hussam
Luka,Hussam
Luqa,Husam
"Non-Latin: NPP PT OKEANOS, AO",Non-Latin: АО НПП ПТ ОКЕАНОС
Aktsionernoe Obshchestvo Nauchno-Proizvodstvennoe Predpriyatie Podvodnykh Tekhnologi Okeanos,
Oceanos JSC,
"Okeanos, AO",
Non-Latin: ИВАНОВА,Non-Latin: Елена
Zanin,Vladislav
Gaykovich,Boris
Kuchumova,Nadezhda
Kuchumova,Nadia
Esma'ilpur,Asghar
Gholami,Mohammad
"Non-Latin: Shanghai Cishun Fine Chemical CO, LTD.",Non-Latin: 上海驰顺精细化工有限公司
"SHANGHAI FAST-FINE CHEMICALS CO., LTD.",
"SHANGHAI JUAN-CHEM.INDUSTRY CO., LTD.",
KUZIN,Aleksandr
Kuzin,Alexander
Non-Latin: СЫТЫЙ,Non-Latin: Дмитрий
Sytii,Dmitry
Sytyi,Dmitry
Adel Abad Prison,
Adelabad Prison,
SHIRAZ CENTRAL PRISON,
Prosperous Place of Justice,
Orumiyeh Prison,
Urmia Central Prison,
Urmia Prison,
Vakilabad Prison,
Vakil Abad Prison,
Mashhad Prison,
Mashhad Central Prison,
Non-Latin: ساداتی,Non-Latin: سید
Soltani,Mohammad
Branch 1 of the Shiraz Revolutionary Court,
First Branch of the Shiraz Revolutionary Court,
First Branch of the Revolutionary Court of Shiraz,
Ghannadi Maragheh,Mohammad
Qannadi,Mohammad
Ghannadi-Maragheh,Mohammad
Ghannadi,Mohammad
Non-Latin: إبراهيم,Non-Latin: نسرين
Ibrahim,Nsrin
Ibrahim,Nsrin
Ibrahim,Nisrine
Ibrahim,Rana
Ibrahim,Rana
Jedid,Milad
Jadid,Milad
Jadeed,Milad
Jedeed,Milad
Non-Latin: Syrian Ministry of Tourism,Non-Latin: وزارة السياحة السورية
Rodriguez,Lopez-Calleja
Non-Latin: Rodríguez,Non-Latin: López-Callejas
Kulyk,Konstantin
Kulik,Konstantin
Kulyk,Kostyantyn
Kulyk,Kostiantyn
Kulyk,Konstantyn
Non-Latin: Дубінський,Non-Latin: Олександр
Dubinsky,Alexander
Non-Latin: Korea Cholsan General Trading Corporation,Non-Latin: ГЕНЕРАЛЬНАЯ ТОРГОВАЯ КОМПАНИЯ ЧХОЛСАН КНДР
Cholsan Trading Company,
Non-Latin: Cholson LLC,Non-Latin: OOO ЧХОЛСАН
Chkholsan,
Non-Latin: OOO Мокран,Non-Latin: Mokran LLC
OOO MOKRAN,
Non-Latin: Общество С Ограниченной Ответственностью Мокран,Non-Latin: Obschestvo S Ogranichennoi Otvetstvennostyu Mokran
Non-Latin: إسماعيل,Non-Latin: غسان
Ismael,Ghassan
Salameh,Ghassan
Al-Ali,Nasr
Al-Ali,Nasser
Ali,Nasser
Al-Ali,Naser
Al-Ali,Nasir
State Research Center of the Russian Federation FGUP Central Scientific Research Institute of Chemistry and Mechanics,
GNTs RF FGUP TsNIIKhM,
FGUP TsNIIKhm,
"TSNIIKHM, FGUP",
Non-Latin: FGUP CNIIXM,Non-Latin: ФГУП ЦНИИХМ
Non-Latin: ЦНИИХМ,Non-Latin: CNIIHM
"Tsentralny Nauchno-Issledovatelski Institut Khimii I Mekhaniki, FGUP",
Non-Latin: طعمة بن محمد,Non-Latin: نبيل
Bin Mohammed Toameh,Nabil
Non-Latin: طعمة,Non-Latin: نبيل
TOUMEH,Nabil
Mohammed Tohma,Nabil
Tu'mah,Nabil
Non-Latin: TOUMEH INTERNATIONAL GROUP,Non-Latin: مجموعة طعمة الدولية
Delight Shipping Company Limited,
Delight Shipping Co Ltd,
Gracious Shipping Company Limited,
Gracious Shipping Co Ltd,
Noble Shipping Company Limited,
Noble Shipping Co Ltd,
Supreme Shipping Company Limited,
Supreme Shipping Co Ltd,
"Reach Holding Group Shanghai Co., Ltd.",
Reach Holding Group,
Renda Investment Holding Group Shanghai Co Ltd,
Reach Group,
"Reach Shipping Lines Hong Kong Co., Limited",
Reach Shipping,
Reach Shipping Lines,
CHEN,Eric
Chen,Guoping
Chen,Guo Ping
He,Daniel
He,Yi
He,Daniel
Talib,Ahmed
Taleb,Adam
Talib and Sons PTY LTD,
Elemento Solutions Limited,
Jambanyani Safaris,
Catalina Holdings Corp.,
"D'Agostino & Company, Ltd",
"D'AGOSTINO AND COMPANY, LTD",
82 Elm Realty LLC,
Non-Latin: وزارة النفط و الثروة المعدنية,Non-Latin: SYRIAN MINISTRY OF PETROLEUM AND MINERAL RESOURCES
Ministry of Oil and Mineral Reserves,
Morvarid Petrochemical,
Morvarid Petrochemical Co,
Non-Latin: Arya Sasol Polymer,Non-Latin: پلیمر اریا ساسول
Arya Sasol Polymer Co.,
Arya Sasol Polymer Company,
ASPC,
Polymer Aria Sasol Company,
Arya Sasol Polymers,
Aryasasol Polymer Company,
Aryasasol Polymers,
Polimer Arya Saasool,
Jiaxiang Energy Holding PTE. LTD.,
Non-Latin: 丙林有限公司,Non-Latin: Binrin Limited
Elfo Energy Holding Limited,
Glory Advanced Limited,
Sibshur Limited,
"Jane Shang Co., Limited",
Non-Latin: خيتي,Non-Latin: عامر
Kheiti,Amer
Kheiti,Amer
Non-Latin: KHITI HOLDING GROUP,Non-Latin: مجموعة خيتي القابضة
Kheiti Holding Group,
Khiti Holding Private JSC,
Khiti Holding Company,
Ali,Khan
Khan,Abid
Ali,Abid
Abid,Thakur
Abid,
Abid Ali Khan Transnational Criminal Organization,
Redi,Gul
Gull,Rida
Gul,Redi
Karim,Shakeel
Fazal,Shakeel
Kareem,Shakeel
Waraich,Choudry
Waraich,Ikram
Akram,Mohammed
Warraich,Ullah
Waraich,Iqbal
Warrich,Akram
RODRIGUEZ,SERRANO
MASJEDI,Iraj
Central Public Prosecutors Office,
Non-Latin: بن أحمد رشدي قاطرجي,Non-Latin: حسام
Non-Latin: قاطرجي بن احمد رشدي,Non-Latin: حسام
Al-Qatirji,Hossam
Katerji,Hussam
Qaterji,Hussam
Qatarji,Hossam
Al-Qatirji,Hussam
Khatarji,Hussam
Khatirji,Hussam
Katarji,Hussam
Non-Latin: PUBLIC ESTABLISHMENT FOR REFINING AND DISTRIBUTION,Non-Latin: المؤسسة العامة لتكرير النفط و توزيع المشتقات النفطية
The Public Establishment for Oil Refining and the Distribution of Oil Derivatives,
General Organization for Refining and Distribution of Petroleum Products,
Non-Latin: Arfada Petroleum Private Joint Stock Company,Non-Latin: شركة أرفادا البترولية المساهمة المغفلة الخاصة
Arfada Petroleum Company JSC,
Arvada Petroleum Company JSC,
Non-Latin: SALLIZAR SHIPPING SAL,Non-Latin: ‫ساليزار شيبينغ ش.م.ل.‬
Al-Resafa Refinery Company Private JSC,
Non-Latin: ‫شركة مصفاة الرصافة‬,Non-Latin: Al-Rusafa Refinery Company
Coastal Refinery Company Private JSC,
Non-Latin: شركة مصافة الساحل,Non-Latin: Coast Refinery Company
Al-Sahel Refinery Company,
Non-Latin: عمد الدين المدني,Non-Latin: كمال
Amad Al-Din Al-Madani,Kamal
Imad Al-Deen Al-Madani,Kamal
Non-Latin: عماد الدين المدني,Non-Latin: طارق
Imad Al-Din Al-Madani,Tareq
Amad Al-Din Al-Madani,Tariq
Imad Al-Deen Al-Madani,Tarek
Islamic Radio and Television Union,
IRTVU,
International Union of Virtual Media,
IUVM,
Bayan Rasaneh Gostar Institute,
Bayan Rasane Gostar Institute,
Bayan Gostar Media Institute,
Non-Latin: قاووق,Non-Latin: نبيل
Kawouk,Nabil
Qawouk,Sheikh
Qawook,Sheikh
Qawuq,Nabil
AL-BAGHDADI,Hassan
al-Baghdadi,Sheikh
al-Baghdadi,Sheikh
Baghdadi,Sheikh
Non-Latin: Bakhtar Commercial Company,Non-Latin: شرکت بازرگان کالای باختر
BCCO,
Kavian Petrochemical Company,
Non-Latin: شرکت پتروشیمی کاویان سهامی خاص,Non-Latin: Kavian Petrochemical Private Joint Stock Company
Kavian Petrochemical Corporation,
Kavian Petrochemical Co.,
Kavian Petrochemical Commercial,
Non-Latin: پتروشیمی کاویان,Non-Latin: Kavian Petrochemical
Strait Shipbrokers Pte. Ltd.,
Strait Shipbrokers Singapore Pte. Ltd.,
Wei,Lin
Non-Latin: 魏,Non-Latin: 琳娜
Basrai,Murtuza
BASRAI,Murtuza
Arani,Hossein
Oladi,Ramezan
Non-Latin: قوات الدفاع الوطني,Non-Latin: NATIONAL DEFENSE FORCES
Rustom,Saqr
Rustom,Saqqar
Rustom,Sakkar
Rustom,Sakr
Rostom,Saker
Rustom,Sakker
Rustom,Saqqer
Non-Latin: الرستم,Non-Latin: صقر
Al-Rostom,Saqer
al-Fayyadh,Falih
Alfayyadh,Faleh
Alfayyadh,Falih
AL FAYYADH,Falih
